date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:17:11	121383/121383	---M--	200	added ('OK')	image/png	etag:%22337110f87e88d6bb1563d3d6ef6f1e2f%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/1626066941c58a3c363040a8d054036a173e345adf.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/1626066941c58a3c363040a8d054036a173e345adf.png	(from https://gamehaxtools.com/fortnite/)
16:17:11	977721/977721	---M--	200	added ('OK')	image/gif	etag:%22d757bc4d8b6b4f6422fc4e961aaa7b23%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/1624193959ba657a825f7b4e008476daeaee938302.gif	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/1624193959ba657a825f7b4e008476daeaee938302.gif	(from https://gamehaxtools.com/fortnite/)
16:17:11	128587/128587	---M--	200	added ('OK')	image/png	etag:%226f01ef11d72f8b6570a710db356f7f23%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/16260669412f5067333287c84b126e18312959d61c.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/16260669412f5067333287c84b126e18312959d61c.png	(from https://gamehaxtools.com/fortnite/)
16:17:12	138563/138563	---M--	200	added ('OK')	image/png	etag:%22c91c660830ea978560306463e01c6d26%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/16260669433607fa8040e933f49432489604cf75c1.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/16260669433607fa8040e933f49432489604cf75c1.png	(from https://gamehaxtools.com/fortnite/)
16:17:12	140984/140984	---M--	200	added ('OK')	image/png	etag:%222431b06aa1f66cf246aea3569c9e0bdb%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/162606694325228d6dbb51392a7781e9e1a7bd136a.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/162606694325228d6dbb51392a7781e9e1a7bd136a.png	(from https://gamehaxtools.com/fortnite/)
16:17:12	97006/97006	---M--	200	added ('OK')	image/png	etag:%228e559b8f966f9d1019c47c1a170bde11%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/1626067755a05ca4d06654de29ef1eb88b2fd5489f.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/1626067755a05ca4d06654de29ef1eb88b2fd5489f.png	(from https://gamehaxtools.com/fortnite/)
16:17:12	975/975	---M--	200	added ('OK')	image/png	etag:%22f5f1ad473c93040d43a1a955ac546881%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/16051909308f891e9d7975618c86331c3b28d9a6ba.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/16051909308f891e9d7975618c86331c3b28d9a6ba.png	(from https://gamehaxtools.com/fortnite/)
16:17:12	955/955	---M--	200	added ('OK')	image/png	etag:%227122449128b27a579e6bd71c8fb8c3d9%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/16051909312baafdaa04e30dd4c4f66b0de4c4353f.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/16051909312baafdaa04e30dd4c4f66b0de4c4353f.png	(from https://gamehaxtools.com/fortnite/)
16:17:12	16765/16765	---M--	200	added ('OK')	image/png	etag:%229d864632d85a894f4b97d9a2532f9b95%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/160436571329924a368b12ab7c763d16a4ce7c06b1.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/160436571329924a368b12ab7c763d16a4ce7c06b1.png	(from https://gamehaxtools.com/fortnite/)
16:17:13	17983/17983	---M--	200	added ('OK')	image/png	etag:%22fc2da9448354182f5423e31271cb0232%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/160436571804e3337a5b5284fc5053910a1c9c9bc1.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/160436571804e3337a5b5284fc5053910a1c9c9bc1.png	(from https://gamehaxtools.com/fortnite/)
16:17:13	17896/17896	---M--	200	added ('OK')	image/png	etag:%22a9f7ff98de902b9620775eea569327ca%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/160436570838a5323925fd8eb22f0ba979d3d5e84c.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/160436570838a5323925fd8eb22f0ba979d3d5e84c.png	(from https://gamehaxtools.com/fortnite/)
16:17:13	18119/18119	---M--	200	added ('OK')	image/png	etag:%22b3fda28a426009f1968d532c24bc621c%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/1604533640efc5a3326a5831320a2fbb0557d7cf3c.png	D:/mmo/CPA/all%20templates/fortnite2022/d13pxqgp3ixdbh.cloudfront.net/uploads/1604533640efc5a3326a5831320a2fbb0557d7cf3c.png	(from https://gamehaxtools.com/fortnite/)
16:17:16	11829/11829	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Jan%202022%2009:17:17%20GMT	https://gamehaxtools.com/fortnite/main.js	D:/mmo/CPA/all%20templates/fortnite2022/gamehaxtools.com/fortnite/main.14.delayed	(from https://gamehaxtools.com/fortnite/)
16:17:16	85578/85578	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	D:/mmo/CPA/all%20templates/fortnite2022/ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	(from https://gamehaxtools.com/fortnite/)
16:17:17	23438/23438	---M--	200	added ('OK')	application/javascript	etag:%226863f6e390060c097da580136d1dcaf2%22	https://d13nu0oomnx5ti.cloudfront.net/fc7c397.js	D:/mmo/CPA/all%20templates/fortnite2022/d13nu0oomnx5ti.cloudfront.net/fc7c397.js	(from https://gamehaxtools.com/fortnite/)
16:17:20	11829/11829	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Jan%202022%2009:17:22%20GMT	https://gamehaxtools.com/fortnite/customTemplateGlobal.set	D:/mmo/CPA/all%20templates/fortnite2022/gamehaxtools.com/fortnite/customTemplateGlobal.17.delayed	(from https://gamehaxtools.com/fortnite/)
